index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off
1243,18-19,Mar 02 2019,24,Peter Kjærsgaard-Andersen,CASA Arena Horsens,3718,Esbjerg,Horsens,Won,Lost,3,0,1,0,0,0,6,6,0.54,0.46,13,10,0,0,3,4,4,5,2.35,3.15,3.15,1.31,1.17,1.03,1.06,4,5,2,1
1244,18-19,Mar 03 2019,24,Anders Poulsen,Ceres Park,4236,Sønderjyske,Randers,Won,Lost,3,0,3,0,3,0,7,4,0.52,0.48,16,14,0,0,1,3,7,11,2.95,3.15,2.4,1.26,1.35,1.11,0.61,4,0,3,4
1245,18-19,Mar 03 2019,24,Mikkel Redder,Brøndby Stadion,2059,Vendsyssel,AGF,Draw,Draw,1,1,2,2,1,2,13,8,0.49,0.51,10,10,0,1,1,3,5,1,2.9,3.2,2.45,1.18,0.97,1.75,1.14,7,5,6,3
1246,18-19,Mar 03 2019,24,Morten Krogh,Telia Parken,13906,København,Vejle,Won,Lost,3,0,2,0,2,0,7,7,0.38,0.62,11,16,0,0,2,2,3,5,1.22,6.4,10.75,1.79,1.3,1.33,0.82,7,2,0,5
1247,18-19,Mar 03 2019,24,Mads-Kristoffer Kristoffersen,Aalborg Portland Park,11166,OB,Brøndby,Won,Lost,3,0,2,0,1,0,14,10,0.47,0.53,8,13,0,0,1,2,5,6,2.45,3.2,2.9,1.54,1.57,1.97,1.45,10,6,4,4
1248,18-19,Mar 04 2019,24,Michael Tykgaard,Blue Water Arena,6840,Midtjylland,Nordsjælland,Draw,Draw,1,1,3,3,1,2,13,7,0.44,0.56,7,12,0,0,1,2,6,2,1.49,4.45,5.95,1.78,1.27,1.85,1.15,9,6,4,1
1249,18-19,Mar 08 2019,25,Jakob Kehlet,Sydbank Park,2014,Hobro,Midtjylland,Lost,Won,0,3,1,2,0,1,3,11,0.68,0.32,9,14,0,0,1,0,0,8,8.5,5.15,1.33,1.07,1.36,0.62,1.83,3,7,0,4
1250,18-19,Mar 09 2019,25,Anders Poulsen,Nord Energi Arena,3309,Vejle,Vendsyssel,Draw,Draw,1,1,1,1,0,1,9,6,0.29,0.71,10,18,0,0,4,3,7,6,2.05,3.35,3.6,1.29,1,1.4,0.93,5,4,4,2
1251,18-19,Mar 10 2019,25,Benjamin Willaume-Jantzen,Telia Parken,8353,Randers,Horsens,Won,Lost,3,0,2,0,0,0,7,6,0.52,0.48,5,11,0,0,2,2,4,5,1.95,3.35,4,1.4,1.16,1.15,1.17,5,5,2,1
1252,18-19,Mar 10 2019,25,Peter Munch Larsen,Nature Energy Park,4753,Sønderjyske,Esbjerg,Won,Lost,3,0,3,1,1,1,10,4,0.44,0.56,9,19,0,1,3,5,4,5,2.25,3.25,3.25,1.25,1.12,1.48,0.85,7,4,3,0
1253,18-19,Mar 10 2019,25,Jørgen Daugbjerg Burchardt,MCH Arena,8353,Nordsjælland,København,Draw,Draw,1,1,2,2,0,1,14,9,0.46,0.54,13,8,0,0,2,0,8,10,3.6,3.6,1.95,1.82,1.68,1.83,1.09,8,3,6,6
1254,18-19,Mar 10 2019,25,Peter Kjærsgaard-Andersen,HDS Arena,14152,Brøndby,AaB,Draw,Draw,1,1,3,3,1,2,12,8,0.38,0.62,15,6,0,0,2,1,7,4,1.87,3.75,3.9,1.73,1.25,1.85,1.29,8,7,4,1
1255,18-19,Mar 11 2019,25,Sandi Putros,Vejle Stadion,7958,AGF,OB,Lost,Won,0,3,1,2,0,0,8,12,0.6,0.4,8,8,0,0,2,2,3,11,3,3.4,2.25,1.63,1.48,1.13,1.74,6,8,2,4
1256,18-19,Mar 17 2019,26,Mads-Kristoffer Kristoffersen,Cepheus Park Randers (Randers),6821,AaB,AGF,Won,Lost,3,0,3,1,1,1,16,7,0.52,0.48,9,10,0,1,0,2,4,5,1.91,3.75,3.35,1.51,0.98,2.03,1,9,4,7,3
1257,18-19,Mar 17 2019,26,Morten Krogh,Sydbank Park,1245,Vendsyssel,Nordsjælland,Lost,Won,0,3,0,1,0,0,5,11,0.59,0.41,13,9,0,0,1,2,3,7,4.15,3.85,1.8,1.22,1.26,0.74,1.51,3,7,2,4
1258,18-19,Mar 17 2019,26,Jens Maae,Right to Dream Park,7132,Midtjylland,Sønderjyske,Won,Lost,3,0,2,1,1,1,19,4,0.48,0.52,9,15,0,0,1,3,10,3,1.3,5.4,8.75,1.79,1.22,2.43,0.6,11,2,8,2
1259,18-19,Mar 17 2019,26,Jørgen Daugbjerg Burchardt,Brøndby Stadion,6366,OB,Randers,Won,Lost,3,0,1,0,1,0,5,9,0.39,0.61,10,15,0,0,1,1,3,1,2.05,3.4,3.55,1.57,1.29,0.84,1.14,3,2,2,7
1260,18-19,Mar 17 2019,26,Michael Johansen,Ceres Park,6612,Esbjerg,Vejle,Won,Lost,3,0,2,1,0,0,16,5,0.49,0.51,8,13,1,0,3,3,8,4,2.05,3.15,3.75,1.28,1.26,2.08,0.74,8,3,8,2
1261,18-19,Mar 17 2019,26,Jakob Kehlet,Aalborg Portland Park,5017,Horsens,Brøndby,Lost,Won,0,3,1,3,1,2,9,12,0.58,0.42,13,12,0,0,1,2,6,7,3.7,3.5,1.95,1.28,1.56,1.1,1.62,3,6,6,6
1262,18-19,Mar 17 2019,26,Michael Tykgaard,Nord Energi Arena,16143,København,Hobro,Won,Lost,3,0,3,1,1,1,18,7,0.4,0.6,6,11,0,0,0,2,10,1,1.21,6.15,13,1.75,1.03,1.93,0.86,8,4,10,3
1263,18-19,Mar 29 2019,1,Anders Poulsen,MCH Arena,11679,Brøndby,OB,Draw,Draw,1,1,2,2,1,1,11,15,0.52,0.48,10,4,0,0,1,0,2,6,2.15,3.55,3.1,1.74,1.5,1.34,1.82,5,8,6,7
1264,18-19,Mar 30 2019,1,Peter Kjærsgaard-Andersen,Nature Energy Park,6675,Midtjylland,Nordsjælland,Draw,Draw,1,1,0,0,0,0,15,7,0.48,0.52,5,6,0,0,1,1,10,4,1.48,4.7,5.8,1.84,1.28,1.67,1.22,5,5,10,2
1265,18-19,Mar 31 2019,1,Jens Maae,Blue Water Arena,1495,Vendsyssel,Hobro,Draw,Draw,1,1,3,3,1,1,9,7,0.45,0.55,10,8,0,0,0,0,2,5,2.25,3.15,3.3,1.19,1.02,1.66,1.21,7,5,2,2
1266,18-19,Mar 31 2019,1,Mikkel Redder,CASA Arena Horsens,3767,AaB,Randers,Lost,Won,0,3,1,2,1,0,12,12,0.48,0.52,11,10,0,1,2,3,3,3,2.35,3.45,2.85,1.55,1.28,1.35,1.53,4,8,8,4
1267,18-19,Mar 31 2019,1,Mads-Kristoffer Kristoffersen,Telia Parken,13050,København,Esbjerg,Won,Lost,3,0,1,0,1,0,10,14,0.51,0.49,4,11,1,0,3,4,3,2,1.28,5.3,10.5,1.77,1.1,1.24,1.62,4,5,6,9
1268,18-19,Mar 31 2019,1,Sandi Putros,Brøndby Stadion,4287,Sønderjyske,Horsens,Draw,Draw,1,1,0,0,0,0,4,10,0.51,0.49,9,11,1,1,3,1,2,3,2.15,3.3,3.4,1.27,1.16,0.64,1.53,2,6,2,4
1269,18-19,Apr 01 2019,1,Benjamin Willaume-Jantzen,MCH Arena,6103,AGF,Vejle,Draw,Draw,1,1,2,2,0,0,9,10,0.56,0.44,12,11,0,0,3,2,5,4,1.71,3.85,4.65,1.59,1.22,1.24,1.51,5,8,4,2
1270,18-19,Apr 05 2019,2,Michael Johansen,Nord Energi Arena,4023,Horsens,AGF,Lost,Won,0,3,0,3,0,1,10,15,0.48,0.52,12,13,0,0,0,1,4,6,2.65,3.1,2.7,1.27,0.98,1.34,1.92,5,9,5,6
1271,18-19,Apr 06 2019,2,Peter Kjærsgaard-Andersen,Aalborg Portland Park,2755,Randers,Vendsyssel,Draw,Draw,1,1,1,1,1,1,3,8,0.46,0.54,9,16,0,0,2,3,3,7,1.87,3.4,4.35,1.38,0.99,0.75,1.18,3,4,0,4
1272,18-19,Apr 07 2019,2,Peter Munch Larsen,Telia Parken,3634,Hobro,AaB,Draw,Draw,1,1,1,1,1,0,8,10,0.56,0.44,4,11,0,0,0,2,6,7,3,3.35,2.3,1.04,1.25,1.13,1.41,4,4,4,6
1273,18-19,Apr 07 2019,2,Michael Tykgaard,Sydbank Park,4092,Vejle,Sønderjyske,Won,Lost,3,0,4,1,3,0,6,8,0.56,0.44,9,8,0,0,1,0,7,9,2.85,3.35,2.4,1.3,1.17,0.96,1.06,5,3,1,5
1274,18-19,Apr 07 2019,2,Sandi Putros,Ceres Park,6162,Esbjerg,Midtjylland,Draw,Draw,1,1,2,2,0,0,11,15,0.51,0.49,10,13,0,0,2,1,5,12,5.65,4.2,1.54,1.35,1.4,1.54,1.97,8,9,3,6
1275,18-19,Apr 07 2019,2,Jakob Kehlet,CASA Arena Horsens,11154,OB,København,Lost,Won,0,3,0,1,0,0,11,7,0.42,0.58,8,11,0,0,3,2,4,1,2.95,3.3,2.35,1.52,1.63,1.29,1.08,4,6,7,1
1276,18-19,Apr 08 2019,2,Mads-Kristoffer Kristoffersen,Cepheus Park Randers (Randers),5886,Nordsjælland,Brøndby,Draw,Draw,1,1,1,1,1,0,18,19,0.55,0.45,9,11,0,0,1,1,5,6,2.45,3.75,2.55,1.82,1.56,2.03,2.45,7,12,11,7
1277,18-19,Apr 12 2019,3,Morten Krogh,HDS Arena,4153,Vejle,Horsens,Won,Lost,3,0,3,0,0,0,12,7,0.46,0.54,11,15,0,0,0,4,7,6,2.05,3.4,3.5,1.27,1.19,1.6,0.97,8,3,4,4
1278,18-19,Apr 13 2019,3,Michael Tykgaard,Vejle Stadion,3088,Vendsyssel,AaB,Won,Lost,3,0,1,0,1,0,8,7,0.54,0.46,7,12,0,0,2,1,0,3,2.95,3.3,2.35,1.22,1.27,1.02,1.15,4,3,4,4
1279,18-19,Apr 14 2019,3,Benjamin Willaume-Jantzen,Blue Water Arena,2096,Hobro,Randers,Lost,Won,0,3,1,2,0,1,3,11,0.52,0.48,10,14,0,0,3,2,1,2,2.75,3.2,2.55,1.04,1.29,0.75,1.53,3,5,0,6
1280,18-19,Apr 14 2019,3,Peter Kjærsgaard-Andersen,Nature Energy Park,2389,Nordsjælland,Esbjerg,Lost,Won,0,3,1,2,1,1,6,7,0.43,0.57,8,6,0,0,1,1,9,4,1.62,4.15,4.85,1.84,1.14,1.16,1.18,4,5,2,2
1281,18-19,Apr 14 2019,3,Jørgen Daugbjerg Burchardt,Right to Dream Park,19086,Brøndby,København,Lost,Won,0,3,1,2,1,2,12,9,0.46,0.54,14,10,0,0,2,1,4,1,3.05,3.3,2.3,1.71,1.59,1.37,1.21,3,4,9,5
1282,18-19,Apr 14 2019,3,Jens Maae,Vejle Stadion,8035,Midtjylland,OB,Won,Lost,3,0,2,0,1,0,11,7,0.54,0.46,8,11,0,0,0,1,10,4,1.69,3.8,4.9,1.83,1.52,1.59,0.87,8,3,3,4
1283,18-19,Apr 15 2019,3,Anders Poulsen,Nord Energi Arena,5214,Sønderjyske,AGF,Lost,Won,0,3,0,1,0,1,8,7,0.49,0.51,10,14,0,0,0,2,8,5,2.5,3.35,2.7,1.22,1.06,1.35,1.06,5,4,3,3
1284,18-19,Apr 17 2019,4,Jakob Kehlet,HDS Arena,N/A,AaB,Vendsyssel,Draw,Draw,1,1,1,1,1,1,8,3,0.39,0.61,10,15,0,0,4,3,9,0,2.05,3.3,3.7,1.54,1.01,1.2,0.59,2,2,6,1
1285,18-19,Apr 18 2019,4,Sandi Putros,Right to Dream Park,7736,AGF,Sønderjyske,Won,Lost,3,0,2,1,1,1,5,10,0.49,0.51,12,12,0,1,3,2,7,5,2.3,3.2,3.1,1.57,1.16,1.12,1.52,5,5,0,5
1286,18-19,Apr 18 2019,4,Michael Tykgaard,Brøndby Stadion,3776,Horsens,Vejle,Draw,Draw,1,1,0,0,0,0,9,9,0.57,0.43,12,15,0,0,3,3,1,3,2.75,3.4,2.45,1.27,1.24,1.34,1.3,5,4,4,5
1287,18-19,Apr 18 2019,4,Jens Maae,MCH Arena,9511,Esbjerg,Brøndby,Won,Lost,3,0,1,0,0,0,13,13,0.57,0.43,9,13,0,0,2,5,5,9,3.1,3.45,2.2,1.36,1.63,1.72,1.99,4,7,9,6
1288,18-19,Apr 18 2019,4,Mads-Kristoffer Kristoffersen,Sydbank Park,25321,København,Midtjylland,Won,Lost,3,0,3,0,2,0,11,9,0.48,0.52,5,10,0,0,1,0,9,2,2.2,3.4,3.2,1.73,1.44,1.67,1.18,6,3,5,6
1289,18-19,Apr 19 2019,4,Morten Krogh,Aalborg Portland Park,3757,Randers,Hobro,Won,Lost,3,0,1,0,1,0,16,9,0.49,0.51,11,13,0,0,1,2,6,5,1.71,3.65,4.75,1.34,1.03,1.77,1.38,5,5,11,4
1290,18-19,Apr 19 2019,4,Michael Johansen,Ceres Park,6039,OB,Nordsjælland,Draw,Draw,1,1,2,2,0,0,14,12,0.5,0.5,6,10,0,0,0,3,5,5,2.05,3.6,3.3,1.5,1.27,1.65,1.69,6,8,8,4
1291,18-19,Apr 21 2019,5,Jørgen Daugbjerg Burchardt,CASA Arena Horsens,2633,Horsens,Sønderjyske,Lost,Won,0,3,0,1,0,0,4,7,0.61,0.39,20,19,0,0,3,3,1,3,2.95,3.15,2.45,1.28,1.19,0.66,1.1,2,5,2,2
1292,18-19,Apr 21 2019,5,Peter Munch Larsen,Blue Water Arena,6035,Vejle,AGF,Lost,Won,0,3,2,4,2,1,11,15,0.52,0.48,3,10,1,0,3,6,5,7,2.05,3.6,3.25,1.3,1.06,1.7,2.12,9,12,2,3
1293,18-19,Apr 22 2019,5,Jens Maae,Telia Parken,2299,Hobro,Vendsyssel,Won,Lost,3,0,3,2,2,0,6,11,0.48,0.52,12,19,0,0,2,1,1,7,2.55,3.2,2.75,1.02,0.98,0.94,1.52,4,6,2,5
1294,18-19,Apr 22 2019,5,Benjamin Willaume-Jantzen,Cepheus Park Randers (Randers),3908,Randers,AaB,Lost,Won,0,3,0,2,0,1,6,7,0.42,0.58,16,9,0,0,4,2,4,1,2.3,3.4,2.95,1.36,1.26,0.85,0.91,2,5,4,2
1295,18-19,Apr 22 2019,5,Jakob Kehlet,Nature Energy Park,7111,Nordsjælland,København,Lost,Won,0,3,0,3,0,2,12,10,0.54,0.46,13,6,0,0,0,0,3,3,3.75,3.85,1.87,1.79,1.57,1.46,1.49,6,8,6,2
1296,18-19,Apr 22 2019,5,Michael Tykgaard,CASA Arena Horsens,10124,Midtjylland,Brøndby,Lost,Won,0,3,1,2,1,1,11,15,0.5,0.5,12,10,0,0,0,0,5,7,1.65,4.25,4.65,1.81,1.65,1.56,1.95,6,10,5,5
1297,18-19,Apr 23 2019,5,Mikkel Redder,Vejle Stadion,5601,Esbjerg,OB,Draw,Draw,1,1,0,0,0,0,6,10,0.54,0.46,9,13,0,0,3,0,2,5,2.9,3.3,2.4,1.38,1.48,0.79,1.31,2,5,4,5
1298,18-19,Apr 26 2019,6,Anders Poulsen,HDS Arena,5075,AaB,Hobro,Draw,Draw,1,1,1,1,0,0,17,12,0.47,0.53,5,16,0,0,0,1,8,3,1.67,4.2,4.45,1.52,1.06,1.99,1.48,7,6,10,6
1299,18-19,Apr 26 2019,6,Mads-Kristoffer Kristoffersen,Cepheus Park Randers (Randers),2157,Vendsyssel,Randers,Draw,Draw,1,1,0,0,0,0,3,12,0.55,0.45,13,15,0,0,1,0,1,13,3.45,2.3,2.8,1.21,1.31,0.54,1.54,2,5,1,7
1300,18-19,Apr 28 2019,6,N/A,Right to Dream Park,9086,AGF,Horsens,Won,Lost,3,0,3,1,3,0,8,24,0.65,0.35,10,15,0,0,3,1,3,11,2.8,3.65,2.3,1.53,1.17,1.11,2.61,6,5,2,19
1301,18-19,Apr 28 2019,6,N/A,MCH Arena,5798,Sønderjyske,Vejle,Won,Lost,3,0,4,1,1,1,17,13,0.41,0.59,14,9,0,1,2,1,5,2,1.45,4.4,6.4,1.23,1.25,2.28,1.25,11,4,6,9
1302,18-19,Apr 28 2019,6,Michael Johansen,Blue Water Arena,13177,Brøndby,Esbjerg,Lost,Won,0,3,0,1,0,0,19,6,0.5,0.5,5,9,0,0,0,1,5,5,1.8,3.9,4,1.69,1.14,2.12,1,5,4,14,2
1303,18-19,Apr 28 2019,6,Jens Maae,Aalborg Portland Park,10230,København,OB,Won,Lost,3,0,4,0,1,0,18,7,0.42,0.58,10,9,0,0,0,1,5,2,1.48,4.45,6.1,1.72,1.47,2.41,0.99,13,4,5,3
1304,18-19,Apr 29 2019,6,Sandi Putros,Nord Energi Arena,2413,Nordsjælland,Midtjylland,Lost,Won,0,3,1,2,1,0,12,10,0.48,0.52,9,19,1,0,2,4,6,6,3.1,3.9,2.05,1.77,1.42,1.39,1.4,6,6,6,4
1305,18-19,May 05 2019,7,Michael Tykgaard,Ceres Park,6326,AaB,AGF,Lost,Won,0,3,0,1,0,1,8,7,0.48,0.52,5,11,0,0,3,3,7,6,2.15,3.4,3.3,1.54,1.14,1.17,1.04,5,3,3,4
1306,18-19,May 05 2019,7,Peter Kjærsgaard-Andersen,Sydbank Park,4372,Sønderjyske,Randers,Draw,Draw,1,1,1,1,1,0,11,6,0.38,0.62,11,11,0,0,1,2,2,3,2.7,3.05,2.7,1.3,1.32,1.34,0.97,4,5,7,1
1307,18-19,May 05 2019,7,Mads-Kristoffer Kristoffersen,Brøndby Stadion,33134,København,Brøndby,Won,Lost,3,0,3,2,2,1,15,6,0.46,0.54,12,14,0,0,2,6,5,6,1.47,4.65,5.85,1.77,1.67,1.81,0.98,7,4,8,2
1308,18-19,May 05 2019,7,Morten Krogh,Telia Parken,4653,OB,Midtjylland,Won,Lost,3,0,3,1,1,0,10,9,0.56,0.44,9,16,0,0,2,0,6,4,2.85,3.6,2.3,1.51,1.42,1.4,1.29,7,7,3,2
1309,18-19,May 06 2019,7,Jakob Kehlet,Right to Dream Park,5014,Esbjerg,Nordsjælland,Draw,Draw,1,1,0,0,0,0,9,6,0.6,0.4,7,13,0,0,2,1,2,7,2.4,3.5,2.7,1.35,1.3,1.08,1.16,3,5,6,1
1310,18-19,May 10 2019,8,Benjamin Willaume-Jantzen,Aalborg Portland Park,8724,OB,Esbjerg,Won,Lost,3,0,4,1,2,0,10,5,0.48,0.52,16,15,0,0,3,1,5,2,1.83,3.75,4,1.5,1.13,1.47,0.79,7,3,3,2
1311,18-19,May 12 2019,8,Michael Johansen,Sydbank Park,3252,Randers,Sønderjyske,Won,Lost,3,0,4,3,2,1,10,12,0.65,0.35,17,16,0,0,1,4,3,10,2.55,3.2,2.75,1.33,1.18,1.47,1.52,10,5,0,7
1312,18-19,May 12 2019,8,Peter Kjærsgaard-Andersen,Telia Parken,10118,AGF,AaB,Won,Lost,3,0,2,0,1,0,13,12,0.56,0.44,13,11,0,0,2,2,4,3,2.48,3.48,2.79,1.5,1.23,1.79,1.42,10,4,3,8
1313,18-19,May 12 2019,8,Anders Poulsen,Nature Energy Park,7343,Midtjylland,København,Won,Lost,3,0,4,0,1,0,10,5,0.6,0.4,10,5,0,0,1,3,3,6,2.2,3.7,2.95,1.79,1.56,1.4,0.97,7,2,3,3
1314,18-19,May 13 2019,8,Morten Krogh,Blue Water Arena,9251,Brøndby,Nordsjælland,Won,Lost,3,0,2,0,2,0,11,7,0.55,0.45,9,10,0,0,1,0,3,6,2.15,3.9,2.9,1.72,1.29,1.55,1.2,6,4,5,3
1315,18-19,May 18 2019,9,Mads-Kristoffer Kristoffersen,Nature Energy Park,7216,Randers,AGF,Won,Lost,3,0,2,1,2,1,12,8,0.54,0.46,13,14,0,0,3,2,4,4,2.65,3.05,2.75,1.34,1.13,1.8,1.02,8,3,4,5
1316,18-19,May 19 2019,9,Anders Poulsen,Cepheus Park Randers (Randers),4365,Nordsjælland,OB,Draw,Draw,1,1,2,2,1,2,9,17,0.48,0.52,7,9,0,0,3,0,5,7,2.95,3.7,2.2,1.75,1.44,1.3,2.15,4,11,5,6
1317,18-19,May 19 2019,9,Sandi Putros,Ceres Park,8319,Esbjerg,København,Won,Lost,3,0,4,3,2,0,15,8,0.63,0.37,10,11,0,0,2,4,4,3,2.8,3.5,2.4,1.33,1.53,1.91,1.32,10,5,5,3
1318,18-19,May 20 2019,9,Jakob Kehlet,MCH Arena,7468,Brøndby,Midtjylland,Won,Lost,3,0,4,1,2,1,9,12,0.39,0.61,11,11,0,0,2,1,8,8,1.87,4.35,3.4,1.71,1.41,1.55,1.59,8,6,1,6
1319,18-19,May 25 2019,10,Michael Johansen,Brøndby Stadion,26164,København,Nordsjælland,Lost,Won,0,3,1,3,0,1,14,9,0.47,0.53,6,13,0,0,1,2,6,6,1.4,5.25,6.15,1.77,1.29,1.78,1.32,8,6,6,3
1320,18-19,May 25 2019,10,Jørgen Daugbjerg Burchardt,Cepheus Park Randers (Randers),8291,Midtjylland,Esbjerg,Lost,Won,0,3,1,2,1,2,7,7,0.45,0.55,14,12,0,0,2,3,3,2,1.95,3.9,3.4,1.77,1.11,0.99,1,2,3,5,4
1321,18-19,May 25 2019,10,Mads-Kristoffer Kristoffersen,Right to Dream Park,14246,OB,Brøndby,Lost,Won,0,3,0,2,0,1,16,5,0.31,0.69,8,11,0,1,3,4,6,2,2.25,3.7,2.85,1.5,1.63,1.62,0.63,5,3,11,2
1322,18-19,May 26 2019,10,Jens Maae,Blue Water Arena,12310,AGF,Randers,Draw,Draw,1,1,1,1,0,0,9,12,0.44,0.56,9,9,0,0,2,2,6,4,2.05,3.45,3.45,1.52,1.3,1.25,1.64,4,7,5,5
1323,18-19,May 31 2019,10,Michael Tykgaard,Brøndby Stadion,16773,Brøndby,Randers,Won,Lost,3,0,4,2,0,1,18,8,0.45,0.55,8,8,0,0,4,4,12,6,1.77,3.75,4.25,1.7,1.32,2.1,1.01,8,3,10,5
1324,19-20,Jul 12 2019,1,Anders Poulsen,Telia Parken,7310,Midtjylland,Esbjerg,Won,Lost,3,0,1,0,0,0,12,8,0.45,0.55,16,12,0,0,1,2,6,5,1.53,4.3,5.7,0,0,1.71,1.07,6,4,6,4
1325,19-20,Jul 14 2019,1,Mikkel Redder,MCH Arena,4734,Sønderjyske,Randers,Won,Lost,3,0,2,1,1,0,12,8,0.45,0.55,11,17,0,0,0,4,3,0,2.2,3.35,3.25,0,0,1.46,1.16,7,4,5,4
1326,19-20,Jul 14 2019,1,Morten Krogh,Nature Energy Park,1653,Horsens,Nordsjælland,Lost,Won,0,3,0,3,0,1,7,14,0.6,0.4,13,10,0,0,2,0,4,5,2.65,3.35,2.6,0,0,1,2.02,3,11,4,3
1327,19-20,Jul 14 2019,1,Jørgen Daugbjerg Burchardt,Ceres Park,2971,Lyngby,AaB,Won,Lost,3,0,2,0,1,0,11,11,0.6,0.4,17,12,0,0,1,2,1,9,3.2,3.55,2.15,0,0,1.39,1.61,7,8,4,3
1328,19-20,Jul 14 2019,1,Michael Tykgaard,Brøndby Stadion (Brøndby),9067,OB,København,Lost,Won,0,3,2,3,2,1,17,14,0.59,0.41,11,11,0,0,2,2,7,2,3.45,3.45,2.05,0,0,2.11,1.67,10,7,7,7
1329,19-20,Jul 14 2019,1,Mads-Kristoffer Kristoffersen,No value,13056,Brøndby,Silkeborg,Won,Lost,3,0,3,0,2,0,16,5,0.4,0.6,9,5,0,0,0,1,6,1,1.43,4.65,6.45,0,0,2.09,0.77,8,3,8,2
1330,19-20,Jul 15 2019,1,Peter Kjærsgaard-Andersen,MCH Arena (Herning),4236,Hobro,AGF,Draw,Draw,1,1,1,1,0,0,10,15,0.67,0.33,10,7,0,0,2,3,4,4,3.6,3.35,2.05,0,0,1.15,1.85,3,5,7,10
1331,19-20,Jul 19 2019,2,Anders Poulsen,Sydbank Park (Haderslev),16053,København,AGF,Won,Lost,3,0,2,1,1,0,11,8,0.51,0.49,13,20,0,0,2,2,5,4,1.43,5.2,7.35,0,1.85,1.33,1.05,6,3,5,5
1332,19-20,Jul 21 2019,2,Sandi Putros,CASA Arena Horsens (Horsens),3535,Silkeborg,Horsens,Lost,Won,0,3,0,3,0,2,8,17,0.39,0.61,6,7,0,0,2,0,12,10,2.1,3.55,3.2,0,0,1.18,2.2,2,11,6,6
1333,19-20,Jul 21 2019,2,Jakob Kehlet,Lyngby Stadion (Lyngby),4355,AaB,Sønderjyske,Draw,Draw,1,1,1,1,0,0,14,8,0.48,0.52,11,14,0,0,3,2,8,3,2.45,3.4,2.75,0,0,1.75,1.04,6,4,8,4
1334,19-20,Jul 21 2019,2,Jørgen Daugbjerg Burchardt,Nature Energy Park (Odense),4452,Esbjerg,Hobro,Draw,Draw,1,1,1,1,1,0,12,6,0.46,0.54,13,17,0,0,2,3,5,3,1.8,3.5,4.5,0,0,1.83,0.92,10,4,2,2
1335,19-20,Jul 21 2019,2,Michael Tykgaard,Brøndby Stadion (Brøndby),5984,Randers,Brøndby,Draw,Draw,1,1,2,2,1,1,13,15,0.69,0.31,7,6,0,1,2,1,2,6,1.71,3.75,4.3,0,0,1.41,1.75,6,5,7,10
1336,19-20,Jul 21 2019,2,Jens Maae,DS Arena (Hobro),6142,Midtjylland,Nordsjælland,Won,Lost,3,0,2,1,1,1,17,8,0.61,0.39,6,11,0,0,2,4,5,9,1.59,4.25,5.05,1.71,2.02,2.02,1.01,9,2,8,6
1337,19-20,Jul 22 2019,2,Morten Krogh,Telia Parken (København),6339,OB,Lyngby,Won,Lost,3,0,4,1,1,1,12,5,0.32,0.68,10,12,0,0,4,4,5,1,1.48,4.55,6,2.11,0,1.78,0.7,8,3,4,2
1338,19-20,Jul 26 2019,3,Benjamin Willaume-Jantzen,JYSK park (Silkeborg),3168,Lyngby,Sønderjyske,Lost,Won,0,3,0,3,0,0,8,16,0.49,0.51,10,15,0,0,2,2,5,3,3.25,3.65,2.05,1.39,1.04,0.99,2.01,2,9,6,7
1339,19-20,Jul 27 2019,3,Jakob Kehlet,Aalborg Portland Park (Aalborg),3565,Horsens,København,Lost,Won,0,3,0,2,0,0,8,13,0.69,0.31,10,7,0,0,3,0,2,10,6.45,4.45,1.45,1,1.67,0.97,1.59,2,6,6,7
1340,19-20,Jul 28 2019,3,Jakob A. Sundberg,Blue Water Arena (Esbjerg),2812,Hobro,Randers,Draw,Draw,1,1,2,2,1,1,12,9,0.45,0.55,7,13,0,1,1,1,2,4,3.65,3.25,2.05,1.15,1.16,1.39,1.34,5,6,7,3
1341,19-20,Jul 28 2019,3,Sandi Putros,Cepheus Park Randers (Randers),1982,Nordsjælland,Esbjerg,Won,Lost,3,0,2,0,0,0,7,12,0.39,0.61,15,8,0,0,2,0,8,3,1.77,3.85,4.15,0,1.07,1.13,1.51,4,6,3,6
1342,19-20,Jul 28 2019,3,Mads-Kristoffer Kristoffersen,MCH Arena (Herning),11739,AGF,Midtjylland,Lost,Won,0,3,0,1,0,0,11,7,0.43,0.57,10,16,0,0,3,5,7,3,3,3.35,2.3,0,0,1.37,1.08,5,4,6,3
1343,19-20,Jul 28 2019,3,Peter Kjærsgaard-Andersen,Nature Energy Park (Odense),13689,Brøndby,OB,Won,Lost,3,0,3,2,1,1,14,7,0.42,0.58,8,7,0,0,2,2,3,1,2.35,3.5,2.85,2.09,0,1.95,1.14,9,6,5,1
